TRANSECT_CODE,YEAR,MONTH,DAY,WEEKNO,COUNT
1540,2007,6,26,13,3
1540,2007,7,4,14,2
1540,2007,7,14,15,5
1540,2007,7,19,16,10
1540,2007,7,24,17,4
1540,2007,7,30,18,2
1540,2007,8,4,18,5
1540,2007,8,11,19,9
1540,2007,8,25,21,4
1540,2008,6,24,13,1
1540,2008,7,1,14,6
1540,2008,7,8,15,9
1540,2008,7,16,16,15
1540,2008,7,22,17,11
1540,2008,7,29,18,25
1540,2008,8,5,19,11
1540,2008,8,14,20,8
1540,2008,8,29,22,6
1540,2009,6,22,12,5
1540,2009,6,27,13,10
1540,2009,7,6,14,11
1540,2009,7,10,15,6
1540,2009,7,20,16,9
1540,2009,7,28,17,3
1540,2009,8,3,18,5
1540,2009,8,10,19,1
1540,2009,8,16,20,2
1540,2009,8,23,21,1
1540,2012,6,25,13,1
1540,2012,7,11,15,7
1540,2012,7,17,16,12
1540,2012,7,23,17,27
1540,2012,8,2,18,15
1540,2012,8,9,19,36
1540,2012,8,16,20,17
1540,2012,8,23,21,25
1540,2012,8,28,22,15
1540,2013,7,4,14,1
1540,2013,7,8,15,2
1540,2013,7,14,15,9
1540,2013,7,22,17,27
1540,2013,7,28,17,15
1540,2013,8,5,19,13
1540,2013,8,12,20,9
1540,2013,8,19,21,8
1540,2013,8,27,22,3
1540,2013,9,3,23,3
1540,2014,6,20,12,2
1540,2014,6,26,13,6
1540,2014,7,3,14,8
1540,2014,7,8,15,17
1540,2014,7,15,16,16
1540,2014,7,23,17,13
1540,2014,7,31,18,11
1540,2014,8,5,19,7
1540,2014,8,13,20,1
1540,2014,8,21,21,1
1540,2014,8,27,22,1
1540,2015,6,17,12,1
1540,2015,6,24,13,1
1540,2015,7,1,14,5
1540,2015,7,9,15,8
1540,2015,7,18,16,5
1540,2015,7,29,18,2
1540,2015,8,1,18,4
1540,2015,8,7,19,2
1540,2015,8,14,20,1
1540,2015,8,23,21,1
1541,2005,6,14,11,9
1541,2005,6,22,12,27
1541,2005,6,24,13,5
1541,2005,7,4,14,30
1541,2005,7,13,15,67
1541,2005,7,19,16,35
1541,2005,7,22,17,28
1541,2005,7,29,18,14
1541,2005,8,8,19,8
1541,2005,8,22,21,9
1541,2005,9,2,23,1
1541,2006,6,9,10,4
1541,2006,6,15,11,1
1541,2006,6,18,12,4
1541,2006,6,29,13,17
1541,2006,7,4,14,2
1541,2006,7,14,15,35
1541,2006,7,19,16,11
1541,2006,7,26,17,20
1541,2006,8,4,18,16
1541,2006,8,8,19,8
1541,2006,8,16,20,2
1541,2006,8,25,21,2
1541,2006,8,30,22,1
1541,2006,9,8,23,2
1541,2007,6,9,10,6
1541,2007,6,13,11,20
1541,2007,6,19,12,18
1541,2007,6,28,13,25
1541,2007,7,3,14,16
1541,2007,7,8,15,16
1541,2007,7,18,16,21
1541,2007,7,24,17,18
1541,2007,8,10,19,8
1541,2007,8,15,20,7
1541,2007,9,9,24,1
1541,2008,6,17,12,11
1541,2008,6,26,13,20
1541,2008,7,1,14,14
1541,2008,7,8,15,22
1541,2008,7,15,16,26
1541,2008,7,22,17,21
1541,2008,7,29,18,18
1541,2008,8,14,20,16
1541,2008,8,20,21,7
1541,2008,8,29,22,7
1541,2009,6,12,11,13
1541,2009,6,22,12,15
1541,2009,6,25,13,18
1541,2009,7,1,14,29
1541,2009,7,10,15,20
1541,2009,7,16,16,20
1541,2009,7,22,17,13
1541,2009,7,30,18,10
1541,2009,8,6,19,13
1541,2009,8,12,20,7
1541,2009,8,19,21,9
1541,2009,8,27,22,11
1541,2009,9,5,23,1
1541,2009,9,24,26,1
1541,2010,6,16,11,5
1541,2010,6,23,12,24
1541,2010,6,30,13,16
1541,2010,7,4,14,15
1541,2010,7,10,15,12
1541,2010,7,17,16,10
1541,2010,7,22,17,10
1541,2010,7,30,18,18
1541,2010,8,5,19,8
1541,2010,8,15,20,7
1541,2010,8,19,21,3
1541,2010,8,30,22,2
1541,2010,9,3,23,2
1541,2011,5,29,9,8
1541,2011,6,3,10,18
1541,2011,6,14,11,30
1541,2011,6,21,12,30
1541,2011,6,24,13,39
1541,2011,7,1,14,25
1541,2011,7,10,15,30
1541,2011,7,15,16,25
1541,2011,7,23,17,13
1541,2011,7,29,18,17
1541,2011,8,7,19,6
1541,2011,8,15,20,7
1541,2011,8,19,21,12
1541,2011,8,29,22,6
1541,2011,9,2,23,6
1541,2011,9,13,24,2
1541,2011,9,17,25,2
1541,2011,9,23,26,1
1541,2012,6,17,12,4
1541,2012,6,26,13,23
1541,2012,7,1,14,15
1541,2012,7,12,15,47
1541,2012,7,21,16,43
1541,2012,7,24,17,50
1541,2012,7,29,18,34
1541,2012,8,9,19,31
1541,2012,8,18,20,34
1541,2012,8,22,21,17
1541,2012,8,25,21,14
1541,2012,8,26,22,14
1541,2012,9,4,23,2
1541,2012,9,12,24,1
1541,2012,9,18,25,4
1541,2013,6,25,13,4
1541,2013,7,6,14,33
1541,2013,7,9,15,39
1541,2013,7,16,16,47
1541,2013,7,26,17,79
1541,2013,8,1,18,27
1541,2013,8,6,19,37
1541,2013,8,14,20,18
1541,2013,8,23,21,12
1541,2013,8,28,22,17
1541,2013,9,3,23,13
1541,2014,6,6,10,1
1541,2014,6,11,11,8
1541,2014,6,19,12,19
1541,2014,6,24,13,40
1541,2014,7,2,14,38
1541,2014,7,12,15,40
1541,2014,7,17,16,72
1541,2014,7,24,17,48
1541,2014,7,29,18,25
1541,2014,8,5,19,22
1541,2014,8,13,20,14
1541,2014,8,19,21,14
1541,2014,8,31,22,4
1541,2014,9,2,23,1
1541,2014,9,10,24,1
1541,2015,6,11,11,3
1541,2015,6,18,12,9
1541,2015,6,24,13,23
1541,2015,7,1,14,49
1541,2015,7,9,15,79
1541,2015,7,18,16,75
1541,2015,7,25,17,37
1541,2015,7,31,18,46
1541,2015,8,7,19,44
1541,2015,8,15,20,22
1541,2015,8,19,21,15
1541,2015,8,28,22,13
1541,2015,9,2,23,8
1541,2015,9,10,24,5
1541,2015,9,17,25,5
1541,2015,9,25,26,3
1542,1988,7,26,17,1
1542,1989,6,23,12,2
1542,1989,6,30,13,1
1542,1989,7,4,14,1
1542,1989,7,12,15,2
1542,1989,7,19,16,1
1542,1989,7,24,17,3
1542,1989,8,1,18,1
1542,1989,8,18,20,1
1542,1990,7,3,14,1
1542,1990,7,23,17,3
1542,1991,7,10,15,1
1542,1991,7,22,17,1
1542,1992,6,15,11,3
1542,1992,6,29,13,1
1542,1992,7,7,14,2
1542,1992,7,21,16,3
1542,1992,7,27,17,5
1542,1992,7,31,18,1
1542,1993,6,30,13,3
1542,1993,7,8,15,3
1542,1993,7,23,17,2
1542,1993,8,14,20,3
1542,1994,6,27,13,2
1542,1994,7,4,14,1
1542,1995,4,11,2,1
1542,1995,6,21,12,1
1542,1995,6,27,13,6
1542,1995,7,4,14,3
1542,1995,7,13,15,2
1542,1995,7,19,16,1
1542,1995,7,24,17,1
1542,1995,8,11,19,2
1542,1995,8,22,21,1
1542,1996,7,8,15,1
1542,1996,7,19,16,1
1542,1996,7,30,18,4
1542,1996,8,5,19,2
1542,1997,6,17,12,1
1542,1997,7,7,14,3
1542,1997,7,9,15,2
1542,1997,7,20,16,3
1542,1997,7,23,17,3
1542,1997,7,29,18,3
1542,1997,8,8,19,2
1542,1997,8,14,20,1
1542,1998,6,30,13,2
1542,1998,7,7,14,1
1542,1998,7,13,15,4
1542,1998,7,17,16,1
1542,1998,7,25,17,1
1542,1998,8,19,21,1
1542,1998,8,27,22,1
1542,1999,6,16,11,1
1542,1999,6,18,12,1
1542,1999,6,24,13,1
1542,1999,7,2,14,2
1542,1999,7,9,15,3
1542,1999,7,18,16,2
1542,1999,7,23,17,2
1542,1999,7,29,18,2
1542,1999,8,5,19,1
1542,1999,8,16,20,1
1542,2000,6,27,13,1
1542,2000,7,3,14,1
1542,2000,7,18,16,2
1542,2000,7,31,18,1
1542,2000,8,11,19,1
1542,2000,8,21,21,1
1542,2001,7,3,14,1
1542,2001,7,11,15,2
1542,2001,7,16,16,1
1542,2001,7,30,18,1
1542,2002,7,11,15,1
1542,2002,7,15,16,2
1542,2002,7,22,17,2
1542,2002,7,29,18,2
1542,2002,8,21,21,1
1542,2003,7,11,15,1
1542,2003,7,15,16,2
1542,2003,7,24,17,2
1542,2003,7,30,18,2
1542,2003,8,5,19,1
1542,2003,9,9,24,1
1542,2004,6,28,13,1
1542,2004,7,13,15,1
1542,2004,7,19,16,1
1542,2004,7,23,17,4
1542,2004,7,29,18,3
1542,2004,8,6,19,3
1542,2004,8,24,21,1
1542,2004,8,26,22,1
1542,2004,9,2,23,1
1542,2005,6,24,13,1
1542,2005,7,7,14,4
1542,2005,7,13,15,2
1542,2005,7,17,16,3
1542,2005,7,28,17,2
1542,2005,8,2,18,2
1542,2005,8,8,19,2
1542,2005,8,12,20,2
1542,2005,8,26,22,1
1542,2006,6,28,13,1
1542,2006,7,4,14,2
1542,2006,7,12,15,2
1542,2006,7,17,16,2
1542,2006,7,25,17,8
1542,2006,8,4,18,3
1542,2006,8,8,19,4
1542,2006,8,22,21,1
1542,2006,8,30,22,1
1542,2007,6,26,13,1
1542,2007,7,2,14,1
1542,2007,7,9,15,1
1542,2007,7,24,17,1
1542,2007,8,1,18,1
1542,2008,6,23,12,1
1542,2008,7,1,14,2
1542,2008,7,11,15,2
1542,2008,7,21,16,2
1542,2009,6,23,12,4
1542,2009,7,1,14,1
1542,2009,7,10,15,1
1542,2009,7,18,16,1
1542,2009,8,5,19,1
1542,2010,6,23,12,1
1542,2010,7,2,14,2
1542,2010,7,9,15,2
1542,2010,7,19,16,1
1542,2010,7,28,17,1
1542,2010,8,3,18,1
1542,2010,8,5,19,1
1542,2011,6,15,11,1
1542,2011,6,23,12,1
1542,2011,6,27,13,2
1542,2011,7,1,14,1
1542,2011,7,14,15,2
1542,2011,7,19,16,2
1542,2011,8,1,18,1
1542,2011,8,9,19,1
1542,2012,6,25,13,1
1542,2012,7,5,14,1
1542,2012,7,11,15,2
1542,2012,8,14,20,2
1542,2012,8,22,21,2
1542,2012,9,4,23,2
1542,2012,9,9,24,1
1542,2013,7,9,15,2
1542,2013,7,17,16,2
1542,2013,7,24,17,3
1542,2013,8,1,18,4
1542,2013,8,6,19,3
1542,2013,8,14,20,2
1542,2013,8,19,21,5
1542,2013,8,27,22,1
1542,2013,9,2,23,2
1542,2013,9,16,25,1
1542,2014,6,17,12,1
1542,2014,6,24,13,3
1542,2014,7,4,14,5
1542,2014,7,16,16,3
1542,2014,7,22,17,3
1542,2014,7,30,18,3
1542,2014,8,5,19,5
1542,2014,8,12,20,3
1542,2014,8,20,21,1
1542,2014,8,31,22,1
1542,2015,6,26,13,2
1542,2015,7,5,14,5
1542,2015,7,21,16,2
1542,2015,7,28,17,1
1542,2015,8,11,19,1
1542,2015,8,22,21,3
1544,2005,6,24,13,1
1544,2005,7,1,14,2
1544,2005,7,14,15,6
1544,2005,7,17,16,4
1544,2005,7,23,17,2
1544,2005,7,30,18,2
1544,2005,8,6,19,2
1544,2005,8,13,20,2
1544,2005,8,28,22,1
1544,2006,6,24,13,2
1544,2006,7,1,14,8
1544,2006,7,8,15,3
1544,2006,7,15,16,5
1544,2006,7,28,17,3
1544,2006,7,29,18,4
1544,2006,8,5,19,5
1544,2006,8,19,21,1
1544,2007,6,20,12,3
1544,2007,6,25,13,1
1544,2007,7,1,14,3
1544,2007,7,8,15,5
1544,2007,7,15,16,7
1544,2007,7,22,17,8
1544,2007,7,29,18,5
1544,2007,8,11,19,2
1544,2007,8,16,20,4
1544,2008,6,20,12,1
1544,2008,7,5,14,1
1544,2008,7,13,15,1
1544,2008,7,20,16,2
1544,2008,7,23,17,1
1544,2008,7,30,18,3
1544,2008,8,14,20,1
1544,2008,8,25,21,1
1544,2009,6,14,11,1
1544,2009,6,22,12,2
1544,2009,6,28,13,3
1544,2009,7,2,14,3
1544,2009,7,9,15,2
1544,2009,7,16,16,4
1544,2009,7,25,17,2
1544,2009,7,29,18,2
1544,2009,8,13,20,2
1544,2009,8,19,21,1
1544,2010,6,25,13,1
1544,2010,7,1,14,3
1544,2010,7,9,15,7
1544,2010,7,18,16,6
1544,2010,7,22,17,7
1544,2010,8,5,19,6
1544,2010,8,12,20,2
1544,2010,8,23,21,4
1544,2010,8,30,22,2
1544,2010,9,4,23,1
1544,2010,9,12,24,1
1544,2014,6,21,12,1
1544,2014,6,30,13,4
1544,2014,7,5,14,4
1544,2014,7,14,15,11
1544,2014,7,21,16,8
1544,2014,8,9,19,2
1544,2014,8,13,20,2
1544,2014,8,23,21,1
1544,2015,6,17,12,1
1544,2015,6,24,13,4
1544,2015,7,1,14,3
1544,2015,7,9,15,3
1544,2015,7,16,16,1
1544,2015,7,22,17,3
1544,2015,7,29,18,2
1544,2015,8,5,19,2
1544,2015,8,25,21,1
1545,2005,6,24,13,1
1545,2005,7,1,14,2
1545,2005,7,14,15,3
1545,2005,7,17,16,4
1545,2005,7,23,17,3
1545,2005,7,29,18,3
1545,2005,8,6,19,2
1545,2005,8,13,20,2
1545,2005,8,23,21,2
1545,2005,8,28,22,2
1545,2005,9,2,23,3
1545,2005,9,10,24,2
1545,2006,6,24,13,1
1545,2006,7,1,14,1
1545,2006,7,8,15,3
1545,2006,7,15,16,3
1545,2006,7,28,17,4
1545,2006,7,29,18,3
1545,2006,8,5,19,2
1545,2006,8,16,20,1
1545,2006,8,19,21,2
1545,2007,6,20,12,1
1545,2007,6,25,13,1
1545,2007,7,8,15,1
1545,2007,7,15,16,2
1545,2007,7,22,17,1
1545,2007,7,29,18,1
1545,2007,8,11,19,1
1545,2007,8,16,20,1
1545,2007,8,25,21,1
1545,2008,6,27,13,1
1545,2008,7,5,14,1
1545,2008,7,13,15,1
1545,2008,7,20,16,1
1545,2008,7,23,17,1
1545,2008,8,1,18,2
1545,2008,8,14,20,2
1545,2008,8,25,21,1
1545,2009,6,28,13,2
1545,2009,7,2,14,1
1545,2009,7,9,15,2
1545,2009,7,16,16,2
1545,2009,7,25,17,3
1545,2009,7,29,18,1
1545,2009,8,13,20,2
1545,2009,8,19,21,1
1545,2010,7,1,14,1
1545,2010,7,9,15,2
1545,2010,7,18,16,1
1545,2010,7,22,17,1
1545,2010,8,5,19,1
1545,2010,8,12,20,1
1545,2010,8,23,21,1
1545,2010,8,30,22,1
1545,2010,9,4,23,1
1545,2010,9,12,24,1
1545,2014,6,21,12,1
1545,2014,6,30,13,1
1545,2014,7,5,14,2
1545,2014,7,14,15,2
1545,2014,7,21,16,3
1545,2014,8,9,19,3
1545,2014,8,13,20,2
1545,2014,9,1,22,1
1545,2015,7,1,14,1
1545,2015,7,9,15,2
1545,2015,7,16,16,2
1545,2015,7,22,17,1
1545,2015,8,5,19,2
1545,2015,8,12,20,1
1545,2015,8,19,21,1
1545,2015,8,25,21,1
1545,2015,9,10,24,1
1546,2006,6,22,12,2
1546,2006,6,28,13,4
1546,2006,7,3,14,6
1546,2006,7,12,15,4
1546,2006,7,18,16,2
1546,2006,7,25,17,2
1546,2006,8,1,18,1
1546,2007,6,29,13,2
1546,2007,7,6,14,1
1546,2007,7,19,16,2
1546,2007,7,25,17,4
1546,2007,8,1,18,1
1546,2007,8,8,19,2
1546,2008,6,17,12,1
1546,2008,7,1,14,3
1546,2008,7,8,15,3
1546,2008,7,16,16,4
1546,2008,7,22,17,2
1546,2008,7,29,18,3
1546,2008,8,5,19,4
1546,2008,8,23,21,5
1546,2008,9,1,22,1
1546,2009,6,22,12,4
1546,2009,6,25,13,5
1546,2009,6,29,13,11
1546,2009,7,7,14,6
1546,2009,7,9,15,11
1546,2009,7,16,16,3
1546,2009,7,22,17,3
1546,2009,8,5,19,2
1546,2009,8,13,20,3
1546,2010,7,9,15,8
1546,2010,7,21,16,6
1546,2010,7,29,18,5
1546,2010,8,11,19,5
1546,2010,9,1,22,2
1546,2011,6,23,12,1
1546,2011,6,27,13,4
1546,2011,7,5,14,2
1546,2011,7,11,15,3
1546,2011,7,15,16,2
1546,2011,8,1,18,1
1546,2011,8,5,19,2
1546,2012,6,26,13,2
1546,2012,7,25,17,7
1546,2014,6,20,12,1
1546,2014,7,12,15,2
1546,2014,7,18,16,2
1546,2014,7,24,17,5
1546,2014,7,29,18,2
1546,2014,8,5,19,2
1546,2015,6,25,13,1
1546,2015,7,4,14,2
1546,2015,7,11,15,3
1546,2015,7,17,16,4
1546,2015,7,23,17,2
1546,2015,8,7,19,7
1546,2015,8,22,21,2
1547,2007,6,13,11,1
1547,2007,6,17,12,2
1547,2007,7,7,14,15
1547,2007,7,19,16,15
1547,2007,7,27,17,4
1547,2007,8,1,18,14
1547,2007,8,8,19,13
1547,2007,8,12,20,5
1547,2007,8,25,21,2
1547,2007,8,29,22,3
1547,2007,9,2,23,1
1547,2007,9,13,24,3
1547,2007,9,16,25,1
1547,2008,6,27,13,7
1547,2008,7,1,14,11
1547,2008,7,13,15,22
1547,2008,7,22,17,21
1547,2008,7,30,18,22
1547,2008,8,6,19,17
1547,2008,8,15,20,9
1547,2008,8,25,21,4
1547,2008,9,1,22,2
1547,2008,9,9,24,2
1547,2009,6,23,12,2
1547,2009,6,28,13,10
1547,2009,7,9,15,12
1547,2009,7,21,16,7
1547,2009,7,25,17,14
1547,2009,8,4,18,4
1547,2009,8,5,19,3
1547,2009,8,17,20,4
1547,2009,8,19,21,2
1547,2009,9,1,22,1
1547,2009,9,7,23,1
1547,2010,6,28,13,1
1547,2010,7,4,14,2
1547,2010,7,9,15,9
1547,2010,7,20,16,12
1547,2010,7,22,17,10
1547,2010,8,4,18,6
1547,2010,8,9,19,10
1548,2010,7,19,16,3
1548,2010,7,26,17,9
1548,2010,8,4,18,5
1548,2010,8,5,19,5
1548,2010,8,15,20,1
1548,2010,8,20,21,2
1548,2011,6,27,13,1
1548,2011,7,4,14,1
1548,2011,7,11,15,1
1548,2011,7,22,17,2
1548,2011,7,29,18,2
1548,2011,8,5,19,3
1548,2011,8,12,20,2
1548,2011,9,1,22,1
1548,2012,7,4,14,1
1548,2012,7,11,15,4
1548,2012,7,15,16,3
1548,2012,7,22,17,6
1548,2012,7,30,18,4
1548,2012,8,5,19,2
1548,2012,8,12,20,7
1548,2012,8,19,21,4
1548,2012,8,31,22,1
1548,2012,9,3,23,1
1548,2013,7,5,14,1
1548,2013,7,15,16,2
1548,2013,7,22,17,4
1548,2013,8,1,18,4
1548,2013,8,6,19,6
1548,2013,8,13,20,7
1548,2013,8,19,21,1
1548,2013,8,26,22,5
1548,2013,9,2,23,2
1548,2013,9,12,24,1
1548,2014,6,25,13,1
1548,2014,7,1,14,5
1548,2014,7,14,15,3
1548,2014,7,16,16,4
1548,2014,7,23,17,1
1548,2014,7,30,18,4
1548,2014,8,6,19,2
1548,2014,8,12,20,2
1548,2014,8,20,21,1
1548,2014,8,27,22,1
1550,2005,6,21,12,2
1550,2005,6,24,13,12
1550,2005,7,7,14,2
1550,2005,7,12,15,27
1550,2005,7,18,16,31
1550,2005,8,2,18,4
1550,2005,8,21,21,2
1550,2006,6,23,12,3
1550,2006,7,3,14,23
1550,2006,7,25,17,3
1550,2009,6,22,12,9
1550,2009,6,26,13,12
1550,2009,7,1,14,22
1550,2009,7,14,15,8
1550,2009,7,18,16,7
1550,2009,7,25,17,12
1550,2009,7,31,18,9
1550,2009,8,6,19,1
1550,2009,8,16,20,1
1550,2013,7,7,14,10
1550,2013,7,11,15,6
1550,2013,7,16,16,16
1550,2013,7,24,17,5
1550,2013,8,1,18,4
1550,2013,9,2,23,1
1551,2009,6,16,11,2
1551,2009,6,23,12,6
1551,2009,6,25,13,9
1551,2009,7,2,14,11
1551,2009,7,10,15,6
1551,2009,7,18,16,2
1551,2009,7,28,17,3
1551,2009,7,31,18,4
1551,2009,8,11,19,4
1551,2009,8,14,20,2
1551,2009,8,23,21,5
1551,2009,8,27,22,5
1551,2009,9,5,23,3
1551,2010,6,17,12,1
1551,2010,6,25,13,2
1551,2010,7,3,14,4
1551,2010,7,9,15,4
1551,2010,7,19,16,6
1551,2010,7,24,17,4
1551,2010,8,1,18,2
1551,2010,8,8,19,6
1551,2010,8,16,20,3
1551,2010,8,20,21,5
1551,2010,8,29,22,7
1551,2010,9,2,23,7
1551,2010,9,9,24,1
1551,2010,9,18,25,1
1552,2010,7,4,14,1
1552,2010,7,9,15,2
1552,2010,7,19,16,1
1552,2010,7,25,17,1
1552,2010,8,2,18,2
1552,2010,8,9,19,1
1552,2010,9,1,22,1
1552,2010,9,3,23,1
1552,2011,6,23,12,1
1552,2011,6,27,13,2
1552,2011,7,5,14,3
1552,2011,7,11,15,2
1552,2011,7,15,16,2
1552,2011,8,1,18,2
1552,2011,8,5,19,4
1552,2011,8,15,20,3
1552,2011,9,26,26,1
1552,2012,6,26,13,1
1552,2012,7,25,17,6
1552,2014,6,17,12,1
1552,2014,7,6,14,3
1552,2014,7,12,15,2
1552,2014,7,16,16,2
1552,2014,7,20,16,3
1552,2014,7,24,17,2
1552,2014,8,1,18,3
1552,2014,8,8,19,2
1552,2014,8,16,20,1
1552,2014,8,23,21,1
1552,2014,8,30,22,2
1552,2015,6,18,12,1
1552,2015,6,27,13,2
1552,2015,7,3,14,2
1552,2015,7,11,15,2
1552,2015,7,16,16,2
1552,2015,7,23,17,3
1552,2015,8,3,18,2
1552,2015,8,11,19,2
1552,2015,8,16,20,1
1552,2015,8,22,21,1
1553,2011,6,28,13,3
1553,2011,7,4,14,2
1553,2011,7,11,15,1
1553,2011,7,28,17,2
1553,2011,8,2,18,2
1553,2011,8,5,19,1
1553,2011,8,15,20,1
1553,2011,9,1,22,1
1553,2012,6,28,13,53
1553,2012,7,7,14,13
1553,2012,7,12,15,85
1553,2012,8,4,18,50
1553,2012,8,8,19,27
1553,2014,6,13,11,3
1553,2014,6,26,13,2
1553,2014,7,2,14,3
1553,2014,7,31,18,3
1553,2014,8,30,22,2
1553,2015,6,29,13,3
1553,2015,7,9,15,3
1553,2015,7,13,15,13
1553,2015,7,18,16,4
1553,2015,7,23,17,2
1553,2015,8,2,18,4
1553,2015,8,6,19,5
1553,2015,8,21,21,2
1553,2015,9,2,23,2
1553,2015,9,10,24,1
1554,2014,6,6,10,1
1554,2014,6,11,11,3
1554,2014,7,2,14,13
1554,2014,7,9,15,9
1554,2014,7,16,16,13
1554,2014,7,23,17,7
1554,2014,7,30,18,9
1554,2014,8,6,19,5
1554,2014,8,20,21,2
1554,2014,8,27,22,4
1554,2014,9,8,23,1
1554,2015,6,15,11,4
1554,2015,6,23,12,6
1554,2015,6,25,13,13
1554,2015,7,17,16,16
1554,2015,7,21,16,12
1554,2015,7,28,17,9
1554,2015,8,4,18,5
1554,2015,8,18,20,2
1554,2015,9,1,22,1
1555,2012,7,18,16,2
1555,2012,7,23,17,7
1555,2012,8,2,18,6
1555,2012,8,9,19,4
1555,2012,8,15,20,10
1555,2012,8,21,21,4
1555,2012,8,29,22,1
1555,2012,9,9,24,1
1555,2013,7,10,15,2
1555,2013,7,19,16,3
1555,2013,7,22,17,7
1555,2013,8,1,18,10
1555,2013,8,9,19,3
1555,2013,8,18,20,4
1555,2013,8,21,21,2
1555,2013,8,28,22,3
1555,2014,7,4,14,4
1555,2014,7,8,15,7
1555,2014,7,17,16,10
1555,2014,7,24,17,6
1555,2014,7,31,18,7
1555,2014,8,9,19,6
1555,2014,8,16,20,1
1556,2001,7,3,14,1
1556,2001,7,14,15,2
1556,2001,7,15,16,2
1556,2001,7,25,17,1
1556,2001,8,3,18,2
1556,2002,6,19,12,1
1556,2002,6,25,13,1
1556,2002,7,4,14,2
1556,2002,7,14,15,2
1556,2002,7,17,16,2
1556,2002,7,25,17,1
1556,2002,8,13,20,1
1556,2012,6,26,13,2
1556,2012,7,4,14,1
1556,2012,7,12,15,3
1556,2012,7,18,16,1
1556,2012,7,24,17,2
1556,2012,7,30,18,1
1556,2012,8,5,19,1
1556,2012,8,12,20,1
1556,2013,7,5,14,3
1556,2013,7,10,15,2
1556,2013,7,15,16,2
1556,2013,7,24,17,2
1556,2013,7,31,18,1
1556,2013,8,8,19,2
1556,2014,6,6,10,1
1556,2014,6,17,12,3
1556,2014,6,24,13,3
1556,2014,7,2,14,2
1556,2014,7,8,15,1
1556,2014,7,16,16,2
1556,2014,7,23,17,1
1556,2015,6,25,13,2
1556,2015,7,9,15,1
1556,2015,7,15,16,1
1556,2015,7,28,17,1
1556,2015,7,31,18,1
1556,2015,8,9,19,1
1556,2015,8,17,20,1
1557,2012,6,20,12,1
1557,2012,6,26,13,2
1557,2012,7,4,14,7
1557,2012,7,12,15,8
1557,2012,7,15,16,9
1557,2012,7,21,16,13
1557,2012,7,22,17,15
1557,2012,7,25,17,15
1557,2012,8,2,18,10
1557,2012,8,9,19,14
1557,2012,8,12,20,13
1557,2012,8,14,20,14
1557,2012,8,19,21,9
1557,2012,8,21,21,14
1557,2012,9,5,23,5
1557,2012,9,9,24,2
1557,2012,9,11,24,5
1557,2012,9,18,25,2
1557,2012,9,22,25,2
1557,2012,9,29,26,1
1557,2014,6,8,10,1
1557,2014,6,19,12,4
1557,2014,6,24,13,6
1557,2014,7,1,14,8
1557,2014,7,15,16,10
1557,2014,7,23,17,10
1557,2014,7,29,18,8
1557,2014,8,7,19,7
1557,2014,9,3,23,1
1557,2014,9,9,24,2
1557,2014,9,16,25,1
1557,2014,9,25,26,1
1557,2015,6,17,12,2
1557,2015,7,9,15,8
1557,2015,7,22,17,3
1557,2015,8,2,18,5
1559,2012,6,30,13,1
1559,2012,7,5,14,5
1559,2012,7,12,15,6
1559,2012,7,19,16,4
1559,2012,7,28,17,4
1559,2012,8,3,18,3
1559,2012,8,17,20,2
1559,2012,8,23,21,3
1559,2014,6,1,9,2
1559,2014,6,22,12,3
1559,2014,7,3,14,15
1559,2014,7,16,16,8
1559,2014,7,24,17,5
1559,2014,8,2,18,2
1559,2014,8,9,19,2
1559,2014,8,16,20,1
1559,2015,6,24,13,2
1559,2015,7,4,14,8
1559,2015,7,10,15,10
1559,2015,7,18,16,7
1559,2015,7,31,18,3
1559,2015,8,9,19,2
1559,2015,8,23,21,1
1560,2012,6,26,13,1
1560,2012,7,4,14,2
1560,2012,7,12,15,5
1560,2012,7,15,16,3
1560,2012,7,21,16,6
1560,2012,7,22,17,3
1560,2012,7,25,17,16
1560,2012,8,2,18,5
1560,2012,8,9,19,2
1560,2012,8,12,20,3
1560,2012,8,14,20,5
1560,2012,8,19,21,4
1560,2012,8,21,21,4
1560,2012,9,5,23,2
1560,2012,9,9,24,1
1560,2012,9,11,24,2
1560,2012,9,18,25,2
1560,2012,9,22,25,1
1560,2014,6,19,12,2
1560,2014,6,24,13,8
1560,2014,7,1,14,9
1560,2014,7,12,15,13
1560,2014,7,17,16,9
1560,2014,7,26,17,7
1560,2014,7,31,18,7
1560,2014,8,9,19,2
1560,2014,9,6,23,1
1560,2014,9,9,24,2
1560,2014,9,16,25,1
1560,2015,7,9,15,4
1560,2015,8,2,18,3
1561,2013,7,8,15,1
1561,2013,7,15,16,4
1561,2013,7,22,17,5
1561,2013,8,1,18,9
1561,2013,8,6,19,9
1561,2013,8,12,20,6
1561,2013,8,19,21,5
1561,2013,8,26,22,4
1561,2013,9,2,23,3
1561,2013,9,10,24,2
1561,2013,9,18,25,1
1561,2014,6,11,11,1
1561,2014,6,19,12,1
1561,2014,6,24,13,4
1561,2014,7,1,14,7
1561,2014,7,8,15,11
1561,2014,7,16,16,9
1561,2014,7,23,17,8
1561,2014,7,30,18,5
1561,2014,8,5,19,5
1561,2014,8,12,20,3
1561,2014,8,20,21,3
1561,2014,8,27,22,1
1561,2015,6,12,11,1
1561,2015,6,17,12,1
1561,2015,6,24,13,3
1561,2015,7,1,14,10
